4.43941e-024 -1.23511e-024 3.22098e-025 1.16984e-025 2.48268e-027 -9.93363e-027 -3.47392e-027 -1.09219e-028 3.80473e-028 1.66074e-028 1.89765e-029 -1.6137e-029 -1.00399e-029 -1.80934e-030 5.3547e-030 9.42198e-031 -1.04657e-029 3.10636e-030 5.4375e-030 -6.90879e-031 -1.61027e-030 7.37103e-030 3.60226e-030
0.0013561 0.00048734 -0.000288291 4.33795e-005 -0.000128053 0.000205917 -6.02757e-005 -7.39895e-005 4.49703e-005 -3.97866e-006 -4.23417e-006 3.15535e-006 -7.19026e-007 -5.13423e-007 -1.76998e-006 8.61501e-006 -9.32766e-006 7.37135e-007 2.50968e-006 1.17935e-006 6.40065e-006 -0.000114045 0.000204584
0.00175877 -0.000207831 -0.000284775 6.9922e-005 -0.000170503 -9.14389e-005 -1.95271e-005 0.000117859 0.00046787 -0.000301406 -7.53594e-005 6.73833e-006 5.18242e-005 -0.000114348 0.000120325 -1.03449e-005 0.00030094 0.000169785 -0.000192158 -0.00181746 0.000617626 0.00323655 -0.00389668
0.00240145 -0.00059871 -0.000295673 9.19473e-005 -0.000365087 -0.000441888 0.000103909 0.000497054 0.000562912 -0.000162124 -0.000237254 -0.000104558 9.1136e-005 -9.17251e-006 -9.3838e-005 -0.000153331 0.000427944 0.000519609 -0.00030657 -0.00246711 0.000543276 0.00383351 -0.00479789
0.00342157 -0.000722507 -0.000278222 7.32175e-005 -0.000737634 -0.000916271 0.000318064 0.00105872 0.000876191 -7.52698e-005 -0.00045333 -0.000237514 0.000130753 2.87325e-005 -0.00038511 -0.000470627 0.00047774 0.000807336 -0.000371257 -0.0024567 0.000712202 0.00380017 -0.00412899
0.00715179 -0.000531209 -0.00030918 -5.56706e-005 -0.00131905 -0.00150879 0.000654967 0.00184846 0.00139448 -7.43364e-006 -0.000732792 -0.00041034 0.000156328 1.16312e-005 -0.00076592 -0.000912586 0.000540107 0.00116643 -0.00040458 -0.00246619 0.00091504 0.00395757 -0.00358085
0.00429873 -0.00059364 -0.000117555 -0.000156975 -0.00208713 -0.00222468 0.00113593 0.00290957 0.00212785 5.98584e-005 -0.00108235 -0.00063288 0.00015638 -6.60923e-005 -0.00126124 -0.00149043 0.000607606 0.00160746 -0.00041406 -0.00249921 0.00118294 0.00430905 -0.00307606
0.00346984 -0.000568851 -5.04702e-006 -0.000400264 -0.00308807 -0.00306143 0.0017891 0.00429383 0.00309966 0.000138563 -0.00151037 -0.000907006 0.000117537 -0.000217776 -0.00188907 -0.00221529 0.000673153 0.00213452 -0.000401669 -0.00255604 0.00153733 0.00486153 -0.00257216
0.00304008 -0.000560541 4.90954e-005 -0.000782625 -0.00433168 -0.00403236 0.00263239 0.00605076 0.00433912 0.000233285 -0.00201871 -0.00123098 2.58835e-005 -0.000460541 -0.0026658 -0.00309323 0.000729432 0.00274513 -0.000367287 -0.00262429 0.00198123 0.00562445 -0.002048
0.00278444 -0.000614906 2.85728e-005 -0.00131728 -0.00583918 -0.00515517 0.00367833 0.00822863 0.00587915 0.000347408 -0.00260579 -0.0015964 -0.000132142 -0.000816227 -0.00360226 -0.00412682 0.000769172 0.00343341 -0.000305546 -0.00271145 0.00253223 0.00660019 -0.00149566
0.00261832 -0.000774903 -8.99785e-005 -0.00202146 -0.007612 -0.00646052 0.00491818 0.0108745 0.00775469 0.000486377 -0.00326256 -0.00198766 -0.000370638 -0.00130822 -0.00470673 -0.00531325 0.000783397 0.00418756 -0.000213723 -0.00280389 0.00318381 0.00778772 -0.000913908
0.00248653 -0.00108479 -0.000328128 -0.00290317 -0.00967507 -0.00798232 0.00634332 0.0140239 0.00999961 0.000657042 -0.00397122 -0.00237992 -0.000702611 -0.00196221 -0.00598327 -0.00664512 0.000763113 0.00499006 -8.57392e-005 -0.00289378 0.00392992 0.00917832 -0.000308998
0.00233787 -0.00159789 -0.000706838 -0.00397202 -0.0120438 -0.00976274 0.00792453 0.0177024 0.0126455 0.000872976 -0.00470382 -0.00274 -0.00113827 -0.00280449 -0.00743356 -0.00810997 0.000696764 0.00582166 8.28685e-005 -0.00297359 0.00476032 0.0107558 0.000308872
0.00212078 -0.0023714 -0.00124904 -0.00523696 -0.0147334 -0.0118479 0.00961789 0.0219188 0.0157208 0.00115459 -0.00541945 -0.00302817 -0.00168576 -0.00385933 -0.00905587 -0.00969372 0.000572771 0.00665823 0.000297655 -0.00303499 0.00565873 0.0124977 0.000924699
0.0017814 -0.00346437 -0.00197939 -0.00670715 -0.0177579 -0.014284 0.0113662 0.0266628 0.0192485 0.00153039 -0.0060681 -0.00319602 -0.0023491 -0.00514924 -0.0108467 -0.0113804 0.000378012 0.00747403 0.000563291 -0.0030713 0.00660604 0.0143755 0.00152215
0.00126646 -0.00493567 -0.0029242 -0.00839298 -0.0211287 -0.0171139 0.0131008 0.0319042 0.0232448 0.00203657 -0.00658955 -0.00319087 -0.00312826 -0.00669285 -0.0128 -0.0131536 9.8389e-005 0.00824382 0.000879645 -0.00307772 0.00757965 0.016357 0.00208433
0.000525596 -0.00684184 -0.00411111 -0.0103063 -0.0248541 -0.0203736 0.0147466 0.0375934 0.027717 0.00271626 -0.00691643 -0.00295826 -0.00401984 -0.00850437 -0.0149091 -0.015 -0.000280988 0.0089374 0.00125492 -0.00304811 0.00855622 0.0184069 0.00259321
-0.000487284 -0.00923478 -0.00556965 -0.0124605 -0.0289376 -0.0240907 0.0162276 0.043665 0.0326636 0.00361647 -0.00697729 -0.00244411 -0.00501595 -0.0105922 -0.0171648 -0.0169065 -0.00077544 0.00953105 0.00168402 -0.00298202 0.00951123 0.0204909 0.00303403
-0.00181231 -0.0121608 -0.0073299 -0.0148706 -0.0333816 -0.0282793 0.017471 0.0500419 0.038073 0.00478581 -0.00670139 -0.00159629 -0.00610615 -0.0129588 -0.0195571 -0.018863 -0.00140025 0.0099998 0.00216452 -0.00288067 0.0104206 0.0225754 0.00339366
-0.00348252 -0.0156605 -0.00942274 -0.0175528 -0.0381823 -0.0329469 0.0184151 0.05664 0.0439242 0.00627113 -0.00601806 -0.000372608 -0.00727571 -0.0156001 -0.0220745 -0.0208624 -0.00216955 0.0103214 0.00269085 -0.002748 0.0112617 0.0246295 0.00366194
-0.00552416 -0.0197676 -0.011879 -0.0205239 -0.0433355 -0.0380872 0.0190096 0.0633737 0.050187 0.00811508 -0.00486745 0.00126836 -0.00850914 -0.0185059 -0.0247044 -0.0228999 -0.0030972 0.0104763 0.00325324 -0.0025879 0.0120131 0.0266258 0.00383131
